BROKERTITLE,TYPE,PRICE,BEDS,BATH,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PROPERTYM2,BOROUGH,price_outlier,PROPERTYM2_log,price_per_m2
re/max,house,998000,4,4,"336 Bethel Ave, Staten Island, NY 10307, USA",40.515251,-74.235145,185.806,Staten Island,False,2.2690597340107908,5371.1936105400255
coldwell banker,house,1195000,4,4,"222 Hart Blvd, Staten Island, NY 10301, USA",40.6296431,-74.1005274,249.723264,Staten Island,False,2.3974590027285974,4785.297055864206
re/max,house,1649000,3,2,"1217 84th St, Brooklyn, NY 11228, USA",40.6164182,-74.0142443,190.636956,Brooklyn,False,2.2802070947865882,8649.949278459944
homes r us of ny inc,house,955000,4,4,"82 Vineland Ave, Staten Island, NY 10312, USA",40.551184,-74.1840649,195.09629999999999,Staten Island,False,2.290249033080729,4895.018511371051
lj team inc,multi family home,949000,6,3,"11737 141st St, Jamaica, NY 11436, USA",40.677393,-73.800094,202.91946300338603,Queens,False,2.307323704350202,4676.732265865322
keller williams,house,880000,3,2,"190-16 33rd Ave, Flushing, NY 11358, USA",40.7668312,-73.7911175,161.929929,Queens,False,2.2093271254568028,5434.449366058822
compass,townhouse,39995000,4,2,"145 Reade St, New York, NY 10013, USA",40.7164224,-74.0101197,983.099546,Manhattan,True,2.9925974955428476,40682.553626161476
sotheby's,townhouse,1250000,8,2,"246 E 58th St, New York, NY 10022, USA",40.7600248,-73.9653546,202.91946300338603,Manhattan,False,2.307323704350202,6160.079380749898
j milo real estate,condo,198000,1,1,"11818 Union Tpke Apt 7l, Kew Gardens, NY 11415, USA",40.7127599,-73.83433,69.67725,Queens,False,1.8430910017385096,2841.673573512158
howard hanna rand,house,549000,5,3,"2808 Wickham Ave, Bronx, NY 10469, USA",40.8679701,-73.836565,46.079888,Bronx,False,1.6635114148370072,11914.091457861183
re/max,house,1088888,3,4,"1568 W 2nd St, Brooklyn, NY 11204, USA",40.6090909,-73.9762651,122.63195999999999,Brooklyn,False,2.0886036695526595,8879.316615342363
carozza nicholas m,house,888000,4,2,"3079 Giegerich Pl, Bronx, NY 10465, USA",40.8130775,-73.8063357,249.537458,Bronx,False,2.3971357466795062,3558.583978201782
real broker ny,house,1449999,3,2,"21-89 47th St, Astoria, NY 11105, USA",40.7697773,-73.9014478,202.91946300338603,Queens,False,2.307323704350202,7145.687153606377
serhant,townhouse,14900000,5,5,"45 W 70th St, New York, NY 10023, USA",40.7758194,-73.9785263,202.91946300338603,Manhattan,True,2.307323704350202,73428.14621853878
exp,house,2499000,5,2,"152 Whitson St, Forest Hills, NY 11375, USA",40.7107701,-73.8406935,380.9023,Queens,False,2.580813595066545,6560.737490952404
sotheby's,townhouse,1970000,4,4,"59 Duffield St, Brooklyn, NY 11201, USA",40.6965326,-73.9839654,233.000724,Brooklyn,False,2.3673572705054884,8454.909350410431
compass,co op,1895000,2,2,"905 Union St Apartment 1, Brooklyn, NY 11215, USA",40.673976,-73.973535,202.91946300338603,Brooklyn,False,2.307323704350202,9338.680341216845
ditommaso real estate,house,689000,3,2,"46 Kirshon Ave, Staten Island, NY 10314, USA",40.6137764,-74.1600305,115.942944,Staten Island,False,2.064244323693215,5942.578101173625
martino,house,649999,3,2,"219 Slater Blvd, Staten Island, NY 10305, USA",40.5803331,-74.0885167,133.78032,Staten Island,False,2.1263922304420593,4858.704180106611
exp,house,669000,3,2,"74 Holly St, Staten Island, NY 10304, USA",40.5993523,-74.0953882,80.268192,Staten Island,False,1.904543480825703,8334.559223658607
corcoran,house,800000,3,2,"1485 E 53rd St, Brooklyn, NY 11234, USA",40.6222734,-73.924094,76.644975,Brooklyn,False,1.8844836868967347,10437.735807207191
compass,co op,2375000,1,2,"10 Bleecker St #5b, New York, NY 10012, USA",40.7252187,-73.9929764,202.91946300338603,Manhattan,False,2.307323704350202,11704.150823424807
exp,house,390000,2,1,"231 Freeborn St, Staten Island, NY 10306, USA",40.574103,-74.0931668,54.441158,Staten Island,False,1.7359273543649003,7163.697730309116
compass,condo,2250000,1,1,"302 W 12th St APT 7A, New York, NY 10014, USA",40.737308,-74.0046666,202.91946300338603,Manhattan,False,2.307323704350202,11088.142885349816
re/max,house,1450000,4,2,"308 Poillon Ave, Staten Island, NY 10312, USA",40.5273093,-74.1753435,250.8381,Staten Island,False,2.399393502505797,5780.621046005372
rockaway,condo,725000,2,2,"627 Wilson Ave #3, Brooklyn, NY 11207, USA",40.6898164,-73.9062474,73.579176,Brooklyn,False,1.8667549199363032,9853.331328418246
sotheby's,co op,269000,1,1,"4901 Henry Hudson Pkwy W #5f, Bronx, NY 10471, USA",40.8968048,-73.9087471,202.91946300338603,Bronx,False,2.307323704350202,1325.649082737378
compass,co op,695000,2,2,"575 Park Ave # 1101, New York, NY 10065, USA",40.7651716,-73.9678719,202.91946300338603,Manhattan,False,2.307323704350202,3425.004135696943
winzone inc,house,1300000,3,2,"246 Newman Ave, Bronx, NY 10473, USA",40.8109146,-73.853921,202.91946300338603,Bronx,False,2.307323704350202,6406.482555979894
ilite inc,co op,459000,3,2,"2475 W 16th St #19h, Brooklyn, NY 11214, USA",40.5866482,-73.9845156,116.12875,Brooklyn,False,2.064939751354866,3952.509606794183
robert defalco inc,house,689999,3,2,"596 College Ave, Staten Island, NY 10302, USA",40.621814,-74.1406264,93.646224,Staten Island,False,1.9714902704563162,7368.145457738904
winzone inc,co op,425000,3,2,"58-03 Calloway St, Corona, NY 11368, USA",40.7381853,-73.8581248,130.528715,Queens,False,2.1157060625879085,3255.988538613898
douglas elliman,house,10000000,5,4,"166 E 64th St, New York, NY 10065, USA",40.764989,-73.9655331,631.7404,Manhattan,True,2.800538651053046,15829.28683997414
byson real estate company byson real estate company,co op,1525000,2,2,"67 Riverside Dr #1c, New York, NY 10024, USA",40.784623,-73.9826586,202.91946300338603,Manhattan,False,2.307323704350202,7515.296844514875
brp  inc,multi family home,1499000,9,6,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",40.583514,-73.9738903,326.925657,Brooklyn,False,2.5144490051820014,4585.140284661109
robert defalco inc,house,519000,3,2,"62 Simmons Ln, Staten Island, NY 10314, USA",40.5939378,-74.1843153,137.49644,Staten Island,False,2.138291453741767,3774.6431834889686
queens quality management,co op,358000,2,1,"212- 79 16th Ave #183, Bayside, NY 11360, USA",40.7855174,-73.7797613,202.91946300338603,Queens,False,2.307323704350202,1764.2467346467706
compass,co op,975000,3,1,"360 W 22nd St #9j, New York, NY 10011, USA",40.7455051,-74.0016003,202.91946300338603,Manhattan,False,2.307323704350202,4804.86191698492
christie s int real estate,townhouse,29200000,12,10,"123 E 35th St, New York, NY 10016, USA",40.747472,-73.9796788,1081.205114,Manhattan,True,3.033908091204202,27006.901486039398
pride estates,co op,498000,2,1,"138 71st St Apt E10, Brooklyn, NY 11209, USA",40.6351164,-74.0311609,90.580425,Brooklyn,False,1.9570343540453465,5497.876610757788
laffey real estate,co op,385000,1,2,"1805 215th St Apt 4n, Bayside, NY 11360, USA",40.7839299,-73.77643,83.6127,Queens,False,1.9222722477861345,4604.563660783589
progress inc,multi family home,999000,6,2,"851 Van Nest Ave, Bronx, NY 10462, USA",40.8451067,-73.8601577,292.087032,Bronx,False,2.46551227571418,3420.2134656905955
compass,co op,399000,1,1,"34-41 85th St #3a, Flushing, NY 11372, USA",40.7531191,-73.8818757,202.91946300338603,Queens,False,2.307323704350202,1966.2973383353674
staten island premiere,house,829888,4,2,"70 Savo Loop, Staten Island, NY 10309, USA",40.521278,-74.2230351,167.2254,Manhattan,False,2.2233022434501155,4962.69107444204
dynasty real estate inc,townhouse,699998,3,2,"159 Freedom Ave, Staten Island, NY 10314, USA",40.5953144,-74.1628286,143.813844,Staten Island,False,2.1578006946936834,4867.389540050122
sotheby's,co op,1088000,5,2,"20 Continental Ave #5f, Flushing, NY 11375, USA",40.7186003,-73.8453488,202.91946300338603,Queens,False,2.307323704350202,5361.733093004711
ww  inc,house,999000,6,2,"3426 Boller Ave, Bronx, NY 10475, USA",40.8808173,-73.8350832,118.91584,Bronx,False,2.075239707994678,8400.899325102526
new york minimax,multi family home,1188888,15,9,"677 Grandview Ave, Queens, NY 11385, USA",40.7075546,-73.9036964,202.91946300338603,Queens,False,2.307323704350202,5858.915563856787
nexthome rential,co op,265000,1,1,"2345 Bell Blvd Apt 5f, Bayside, NY 11360, USA",40.7824499,-73.7765099,65.0321,Queens,False,1.8131277783610664,4074.910697947629
maximillion inc,co op,288000,1,1,"3901 Nostrand Ave. #4c, Brooklyn, NY 11235, USA",40.5894827,-73.9395372,78.503035,Brooklyn,False,1.894886447296502,3668.647970107143
compass,co op,999995,3,2,"205 E 63rd St #11e, New York, NY 10065, USA",40.7640501,-73.964336,162.58025,Manhattan,False,2.211067787033104,6150.777846632663
corcoran,co op,1495000,2,2,"200 E 74th St #6b, New York, NY 10021, USA",40.7708195,-73.9595235,125.41905,Manhattan,False,2.0983635068418156,11920.03926038349
corcoran,co op,925000,1,1,"235 E 73rd St #4b, New York, NY 10021, USA",40.7699425,-73.9583558,92.903,Manhattan,False,1.9680297383468097,9956.621422343735
realty connect usa,co op,349000,2,1,"84-70 129th St #5u, Jamaica, NY 11415, USA",40.7050355,-73.8241699,202.91946300338603,Queens,False,2.307323704350202,1719.8941631053715
ai brokerage,condo,2000000,4,4,"444 E 57th St #2d, New York, NY 10022, USA",40.7573479,-73.9614914,278.709,Manhattan,False,2.445150993066472,7175.943367454944
century 21 first,condo,839000,3,2,"8895 26th Ave #5a, Brooklyn, NY 11214, USA",40.5905451,-73.9910402,127.834528,Brooklyn,False,2.106648172246302,6563.172040655557
platinum  of long island,co op,329000,1,1,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",40.7157399,-73.83672,76.18046,Queens,False,1.8818435907305262,4318.6927461451405
keller williams,multi family home,899000,6,3,"948 E 217th St, Bronx, NY 10469, USA",40.8796143,-73.856153,342.161749,Bronx,False,2.5342314572017224,2627.4123353279915
citadel circle,house,615000,3,2,"534 Powell St, Brooklyn, NY 11212, USA",40.6610456,-73.9019953,202.91946300338603,Brooklyn,False,2.307323704350202,3030.7590553289497
sotheby's,condo,800000,2,2,"309 E 108th St #5f, New York, NY 10029, USA",40.7917785,-73.9406204,116.779071,Manhattan,False,2.0673650160327672,6850.542594229063
coldwell banker,condo,430000,2,2,"527 Willow Rd E #2, Staten Island, NY 10314, USA",40.6123868,-74.1511288,115.942944,Staten Island,False,2.064244323693215,3708.7207307759927
keller williams,co op,439500,3,2,"83-80 118th St #3a, Queens, NY 11415, USA",40.7047878,-73.8344551,130.0642,Queens,False,2.1141577740250477,3379.1004749961944
prime  long island,co op,299000,1,1,"118-18 Union Tpke #17g, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305,202.91946300338603,Queens,False,2.307323704350202,1473.4909878753756
robert defalco inc,house,2580000,8,2,"60 Lyman Pl, Staten Island, NY 10304, USA",40.6050685,-74.0969483,603.2191789999999,Staten Island,False,2.7804751412195654,4277.052338218179
re/max,condo,200000,1,1,"1700 Metropolitan Ave, Bronx, NY 10462, USA",40.840459,-73.8542045,56.949539,Bronx,False,1.7554902128652246,3511.880930238961
oxford property,co op,425000,3,1,"504 W 135th St #1b, New York, NY 10031, USA",40.8189893,-73.953108,202.91946300338603,Manhattan,False,2.307323704350202,2094.426989454965
besmatch real estate,co op,69000,1,1,"1185 Anderson Ave #2e, Bronx, NY 10452, USA",40.8366623,-73.9239586,78.96755,Bronx,False,1.8974486640611024,873.7766335665725
corcoran,condo,1995000,3,2,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877,143.628038,Manhattan,False,2.1572392279291157,13890.04561908727
compass,co op,230000,1,1,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229,57.59986,Manhattan,False,1.7604214278450634,3993.0652609225094
crifasi real estate inc,co op,220000,1,1,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375,54.81277,Queens,False,1.7388817499889537,4013.663239423952
e  corp,co op,198000,3,1,"42-40 Bowne St #6f, Flushing, NY 11355, USA",40.756144,-73.8213672,202.91946300338603,Queens,False,2.307323704350202,975.7565739107838
brown harris stevens,co op,1495000,1,2,"48 Gramercy Park N #1b, New York, NY 10010, USA",40.7382884,-73.9851838,202.91946300338603,Manhattan,False,2.307323704350202,7367.4549393768775
corcoran,co op,475000,1,1,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342,57.135345,Manhattan,False,1.7569048541222263,8313.592925709996
rad marketing corp,co op,199900,2,1,"234-4 131st Ave #2, Rosedale, NY 11422, USA",40.6779049,-73.733881,202.91946300338603,Queens,False,2.307323704350202,985.1198945695237
joanne costa,house,1150000,2,2,"91 Flagg Ct, Staten Island, NY 10304, USA",40.5882505,-74.1087291,134.151932,Staten Island,False,2.1275969315804297,8572.370019985998
corcoran,house,1575000,3,2,"530 4th St, Brooklyn, NY 11215, USA",40.6683947,-73.9762195,202.91946300338603,Brooklyn,False,2.307323704350202,7761.7000197448715
keller williams,co op,229000,1,1,"33-05 92nd St #1b, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052,202.91946300338603,Queens,False,2.307323704350202,1128.5265425533812
c j robin s real estate,condo,320000,2,2,"1860 Story Ave # 36-B, Bronx, NY 10473, USA",40.8236857,-73.8611313,86.957208,Bronx,False,1.9393055870849147,3679.970957669202
re/max,co op,295000,2,1,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307,65.0321,Brooklyn,False,1.8131277783610664,4536.221342998304
spire  inc main office,house,550000,3,2,"4211 Snyder Ave, Brooklyn, NY 11203, USA",40.6498755,-73.9375091,202.91946300338603,Brooklyn,False,2.307323704350202,2710.434927529955
serhant,condo,285000,2,1,"1439 Metropolitan Ave #6a, Bronx, NY 10462, USA",40.8362269,-73.8612346,92.903,Bronx,False,1.9680297383468097,3067.715789586988
voro,co op,328000,1,1,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983,74.3224,Queens,False,1.8711197253387533,4413.20517098479
skylux,multi family home,1388000,4,3,"25-02 169th St, Flushing, NY 11358, USA",40.774158,-73.7957477,202.91946300338603,Queens,False,2.307323704350202,6840.152144384687
exp,multi family home,3000000,10,10,"120 Pierrepont St, Brooklyn, NY 11201, USA",40.6949321,-73.9928542,202.91946300338603,Brooklyn,False,2.307323704350202,14784.190513799755
new york minimax,multi family home,2198888,7,6,"662 Seneca Ave, Ridgewood, NY 11385, USA",40.7032697,-73.9088462,202.91946300338603,Queens,False,2.307323704350202,10836.259703502705
howard hanna rand,multi family home,650000,6,2,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737,214.60593,Bronx,False,2.331641718238954,3028.8072654842294
corcoran,condo,1100000,1,2,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,82.68367,Manhattan,False,1.9174197449917225,13303.715231798491
gosen  inc,townhouse,2649000,5,4,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,376.25715,Brooklyn,False,2.575484761561478,7040.397770514128
corcoran,co op,849000,2,1,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141,74.3224,Brooklyn,False,1.8711197253387533,11423.204848067338
houlihan lawrence lagrangeville,co op,560000,3,1,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738,51.09665,Manhattan,False,1.7083924278410534,10959.622597567552
re/max,co op,418888,2,1,"946 59th St #4b, Brooklyn, NY 11219, USA",40.6339124,-74.0058434,83.6127,Brooklyn,False,1.9222722477861345,5009.8609421774445
re/max,multi family home,2600000,3,3,"99 Bay 11th St, Brooklyn, NY 11228, USA",40.6083914,-74.0100209,369.568134,Brooklyn,False,2.5676945171352266,7035.238595544063
velez corp,multi family home,899000,8,2,"3214 Seymour Ave, Bronx, NY 10469, USA",40.8728082,-73.8469489,200.67048,Bronx,False,2.3024834894977406,4479.981310654163
century 21 dawn s gold,multi family home,979000,8,3,"309 E 96th St, Brooklyn, NY 11212, USA",40.6597134,-73.9195979,265.70258,Brooklyn,False,2.4243957714758526,3684.5709213662885
sbny re,co op,199000,1,1,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472,202.91946300338603,Queens,False,2.307323704350202,980.6846374153837
signature premier,condo,1025000,1,1,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858,74.3224,Manhattan,False,1.8711197253387533,13791.26615932747
compass,condo,1375000,1,2,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503,85.47076,Manhattan,False,1.9318175656923648,16087.37303845198
keller williams,condo,875000,3,2,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678,133.501611,Manhattan,False,2.1254865064810353,6554.228023510518
maximillion inc,multi family home,1350000,6,3,"2535 E 24th St, Brooklyn, NY 11235, USA",40.5902653,-73.9455056,278.709,Brooklyn,False,2.445150993066472,4843.761773032087
scott dobrin,multi family home,815156,4,4,"156 Davis Ave, Staten Island, NY 10310, USA",40.6402659,-74.110402,273.599335,Staten Island,False,2.43711503746993,2979.3785865744153
momentum real estate,multi family home,1949000,3,5,"11 Brighton 10th Path, Brooklyn, NY 11235, USA",40.5813374,-73.9589282,237.83168,Brooklyn,False,2.376269703658659,8194.871263575988
redfin real estate,multi family home,669000,5,2,"418 Beach 37th St, Far Rockaway, NY 11691, USA",40.5967151,-73.7696424,175.865379,Queens,False,2.2451803523106064,3804.046048199174
fillmore real estate,multi family home,900500,4,2,"10716 Avenue J, Brooklyn, NY 11236, USA",40.6468871,-73.8907758,202.91946300338603,Brooklyn,False,2.307323704350202,4437.7211858922265
clas classic marketing,co op,1465000,3,3,"215 E 73rd St #4a, New York, NY 10021, USA",40.7701914,-73.9590118,202.91946300338603,Manhattan,False,2.307323704350202,7219.613034238881
compass,condo,1100000,1,1,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879,67.447578,Manhattan,False,1.8289663590469032,16308.962198761239
century 21 amiable  ii inc,multi family home,1199000,6,5,"151-42 82nd St, Jamaica, NY 11414, USA",40.6662035,-73.8525027,202.91946300338603,Queens,False,2.307323704350202,5908.748142015302
coldwell banker,multi family home,599000,4,3,"3100 Richmond Terrace, Staten Island, NY 10303, USA",40.638069,-74.1627747,109.253928,Manhattan,False,2.0384370600869293,5482.640404471315
new york minimax,multi family home,1230000,4,3,"74-06 64th Ln, Flushing, NY 11385, USA",40.700194,-73.8907488,202.91946300338603,Queens,False,2.307323704350202,6061.518110657899
brown harris stevens,co op,3950000,3,3,"2 Sutton Pl s, New York, NY 10022, USA",40.7573949,-73.9606545,202.91946300338603,Manhattan,True,2.307323704350202,19465.850843169675
anne lopa real estate,house,2147483647,7,6,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,929.03,Staten Island,True,2.9680297383468095,2311533.1550111407
keller williams,multi family home,1350000,10,5,"188 Richmond St, Brooklyn, NY 11208, USA",40.6828535,-73.8769965,314.290849,Brooklyn,False,2.49733173613479,4295.3843686362
onespace,house,799000,5,3,"1124 E 51st St, Brooklyn, NY 11234, USA",40.6336127,-73.9276041,167.2254,Brooklyn,False,2.2233022434501155,4777.98229216375
